"STATION","NAME","DATE","TMAX","TMIN"
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-02-05",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-02-06",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-02-07",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-02-08",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-02-09",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-02-10",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-02-11",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-02-12",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-02-13",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-02-14",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-02-15",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-02-16",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-02-17",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-02-18",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-02-19",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-02-20",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-02-21",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-02-22",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-02-23",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-02-24",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-02-25",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-02-26",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-02-27",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-02-28",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-03-01",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-03-02",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-03-03",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-03-04",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-03-05",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-03-06",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-03-07",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-03-08",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-03-09",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-03-10",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-03-11",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-03-12",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-03-13",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-03-14",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-03-15",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-03-16",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-03-17",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-03-18",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-03-19",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-03-20",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-03-21",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-03-22",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-03-23",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-03-24",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-03-25",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-03-26",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-03-27",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-03-28",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-03-29",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-03-30",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-03-31",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-04-01",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-04-02",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-04-03",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-04-04",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-04-05",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-04-06",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-04-07",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-04-08",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-04-09",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-04-10",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-04-11",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-04-12",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-04-13",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-04-14",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-04-15",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-04-16",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-04-17",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-04-18",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-04-19",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-04-20",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-04-21",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-04-22",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-04-23",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-04-24",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-04-25",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-04-26",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-04-30",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-05-01",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-05-02",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-05-03",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-05-04",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-05-05",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-05-06",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-05-07",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-05-08",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-05-09",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-05-10",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-05-11",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-05-12",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-05-13",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-05-14",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-05-15",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-05-16",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-05-17",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-05-18",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-05-19",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-05-20",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-05-21",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-05-22",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-05-23",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-05-24",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-05-25",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-05-26",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-05-27",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-05-28",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-05-29",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-05-30",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-05-31",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-06-01",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-06-02",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-06-03",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-06-04",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-06-05",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-06-06",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-06-07",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-06-08",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-06-09",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-06-10",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-06-11",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-06-12",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-06-13",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-06-14",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-06-15",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-06-16",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-06-17",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-06-18",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-06-19",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-06-20",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-06-21",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-06-22",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-06-23",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-06-24",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-06-25",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-06-26",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-06-27",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-06-28",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-06-29",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-06-30",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-07-01",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-07-02",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-07-03",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-07-04",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-07-05",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-07-06",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-07-07",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-07-08",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-07-09",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-07-10",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-07-11",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-07-12",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-07-13",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-07-14",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-07-15",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-07-16",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-07-17",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-07-18",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-07-19",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-07-20",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-07-21",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-07-22",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-07-23",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-07-24",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-07-25",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-07-26",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-07-27",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-07-28",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-07-29",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-07-30",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-07-31",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-08-01",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-08-02",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-08-03",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-08-04",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-08-05",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-08-06",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-08-07",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-08-08",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-08-09",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-08-10",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-08-11",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-08-12",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-08-13",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-08-14",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-08-16",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-08-17",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-08-18",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-08-19",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-08-20",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-08-21",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-08-22",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-08-23",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-08-24",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-08-25",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-08-26",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-08-27",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-08-28",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-08-29",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-08-30",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-08-31",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-09-01",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-09-02",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-09-03",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-09-04",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-09-05",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-09-06",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-09-07",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-09-08",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-09-09",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-09-10",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-09-11",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-09-12",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-09-13",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-09-14",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-09-15",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-09-16",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-09-17",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-09-18",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-09-19",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-09-20",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-09-21",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-09-22",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-09-23",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-09-24",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-09-25",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-09-26",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-09-27",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-09-28",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-09-29",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-09-30",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-10-01",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-10-02",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-10-03",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-10-04",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-10-05",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-10-06",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-10-07",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-10-08",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-10-09",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-10-10",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-10-11",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-10-12",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-10-13",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-10-14",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-10-15",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-10-16",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-10-17",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-10-18",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-10-19",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-10-20",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-10-21",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-10-22",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-10-23",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-10-24",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-10-25",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-10-26",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-10-27",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-10-28",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-10-29",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-10-30",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-10-31",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-11-01",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-11-02",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-11-03",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-11-04",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-11-05",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-11-06",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-11-07",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-11-08",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-11-09",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-11-10",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-11-11",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-11-12",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-11-13",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-11-14",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-11-15",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-11-16",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-11-17",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-11-18",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-11-19",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-11-20",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-11-21",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-11-22",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-11-23",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-11-24",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-11-25",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-11-26",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-11-27",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-11-28",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-11-29",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-11-30",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-12-01",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-12-02",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-12-03",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-12-04",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-12-05",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-12-06",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-12-07",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-12-08",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-12-09",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-12-10",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-12-11",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-12-12",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-12-13",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-12-14",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-12-15",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-12-16",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-12-17",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-12-18",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-12-19",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-12-20",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-12-21",,
"US1MOCY0003","NORTH KANSAS CITY 0.6 NNW, MO US","2017-12-22",,
